id_loker,pulau,provinsi,job_position,company_name,years_of_experience,years_of_experience_cat,average_processing_time,company_industry,company_size,work_environment_waktu_bekerja,work_environment_gaya_berpakaian,work_environment_gaya_berpakaian_contoh,work_environment_tunjangan,work_environment_bahasa,platform,pendidikan
5442,sumatera,riau,field collection pekanbaru,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",indonesia,jobstreet,"d3, s1, sma"
5443,jawa,banten,cashier,PT Alam Sutera Realty Tbk,1,0 - 4 tahun,14,Properti/Real Estate,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,tidak dicantumkan
5444,jawa,jawa timur,section head housekeeping,PT CIPUTRA NUSANTARA (Surabaya),5,5 - 9 tahun,14,Properti/Real Estate,501 - 1000 pekerja,senin - jumat,kasual,kaos,kesehatan,tidak dicantumkan,jobstreet,tidak dicantumkan
5445,sumatera,sumatera barat,field collection padang,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",indonesia,jobstreet,"d3, s1, sma"
5446,jawa,dki jakarta,finance accounting tax manager,PT Mitra Bersama Jaya,3,0 - 4 tahun,14,Umum & Grosir,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
5447,jawa,jawa timur,qa out going,PT Indonesia Multi Colour Printing (PT IMCP),2,0 - 4 tahun,14,Manufaktur/Produksi,1001 - 2000 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum, pendidikan, bonus, asuransi, jabatan",indonesia,jobstreet,tidak dicantumkan
5448,sumatera,sumatera utara,field collection medan,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",indonesia,jobstreet,"d3, s1, sma"
5449,jawa,jawa barat,field collection,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",indonesia,jobstreet,"d3, s1, sma"
5450,jawa,dki jakarta,"associate manager, quality",S.C. Johnson,10,10 - 14 tahun,4,Produk Konsumen/Barang konsumen yang bergerak cepat,lebih dari 5000 pekerja,senin - jumat,"bisnis, kasual","kemeja, kaos","kesehatan, asuransi, kacamata",inggris,jobstreet,s2
5451,jawa,dki jakarta,data analyst,PT. Amtrust Mobile Solutions Indonesia,2,0 - 4 tahun,14,Call Center/IT-Enabled Services/BPO,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum","indonesia, inggris",jobstreet,s1
5452,sumatera,kepulauan riau,field collection,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",indonesia,jobstreet,"d3, s1, sma"
5453,jawa,dki jakarta,technical solution engineer,PT Iforte Solusi Infotek,5,5 - 9 tahun,14,Telekomunikasi,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata",indonesia,jobstreet,"d3, s1"
5454,jawa,jawa barat,tax intern,PT. LIPPO KARAWACI TBK,1,0 - 4 tahun,10,Properti/Real Estate,2001 - 5000 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,s1
5455,jawa,dki jakarta,project account,PT Iforte Solusi Infotek,1,0 - 4 tahun,14,Telekomunikasi,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata",indonesia,jobstreet,"d3, s1"
5456,sumatera,sumatera selatan,field collection palembang,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",indonesia,jobstreet,"d3, s1, sma"
5457,jawa,banten,digital marketing,Ecomfidelity,1,0 - 4 tahun,tidak tersedia,Lainnya,1- 50 pekerja,senin - jumat,kasual,kaos,tidak tersedia,inggris,jobstreet,tidak dicantumkan
5458,jawa,dki jakarta,process engineer di plant evaporator,PT Jaya Fermex,1,0 - 4 tahun,6,Umum & Grosir,51 - 200 pekerja,sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
5459,sulawesi,sulawesi utara,safety officer,PT Kamadjaja Logistics,1,0 - 4 tahun,14,Transportasi/Logistik,2001 - 5000 pekerja,senin - sabtu,bisnis,kemeja,kesehatan,indonesia,jobstreet,d3
5460,jawa,dki jakarta,digital marketing,Sejati Group,5,5 - 9 tahun,14,Umum & Grosir,201 - 500 pekerja,senin - jumat,bisnis,kemeja,kesehatan,"indonesia, inggris",jobstreet,s1
5461,jawa,jawa timur,admin accounting,PT Varia Niaga Nusantara,1,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,201 - 500 pekerja,senin - sabtu,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,d3
5462,jawa,jawa barat,staff operasional klari,PT Hiba Utama,1,0 - 4 tahun,14,Transportasi/Logistik,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,d3
5463,jawa,banten,material controller specialist,PT Vivo Mobile Indonesia,2,0 - 4 tahun,14,Telekomunikasi,501 - 1000 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",inggris,jobstreet,s1
5464,jawa,jawa timur,sales manager,PT Star Sparta Indonesia,2,0 - 4 tahun,14,Automobil/Mesin Tambahan Automotif/Kendaraan,51 - 200 pekerja,senin - jumat,bisnis,kemeja,umum,indonesia,jobstreet,s1
5465,jawa,dki jakarta,legal and corporate secretary,PT Molindo Raya Industrial,2,0 - 4 tahun,14,Manufaktur/Produksi,201 - 500 pekerja,senin - sabtu,bisnis,kemeja,kesehatan,"indonesia, inggris",jobstreet,s1
5466,jawa,jawa barat,industrial engineer part leader,PT TK Industrial Indonesia,3,0 - 4 tahun,14,Manufaktur/Produksi,lebih dari 5000 pekerja,senin - sabtu,kasual,kaos,"kesehatan, umum, makan","indonesia, inggris",jobstreet,s1
5467,jawa,dki jakarta,general affair,inHarmony Clinic,1,0 - 4 tahun,14,Kesehatan/Medis,1- 50 pekerja,sabtu,bisnis,kemeja,"kesehatan, umum, pendidikan, komunikasi",indonesia,jobstreet,smp
5468,jawa,dki jakarta,data scientist,PT Inovasi Daya Solusi,2,0 - 4 tahun,11,Umum & Grosir,1- 50 pekerja,senin - jumat,bisnis,kemeja,"umum, bonus, thr, bpjs kesehatan","indonesia, inggris",jobstreet,s1
5469,jawa,jawa barat,finance & accounting manager,Perusahaan Dirahasiakan,5,5 - 9 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,"s1, profesi"
5470,jawa,jawa barat,e,PT Dachin Etech Global,5,5 - 9 tahun,8,Retail/Merchandise,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"umum, makan","indonesia, inggris",jobstreet,"s1, s2"
5471,jawa,dki jakarta,finance accounting manager,Perusahaan Dirahasiakan,5,5 - 9 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
5472,jawa,dki jakarta,assistant spv warehouse,PT Porto Indonesia Sejahtera,3,0 - 4 tahun,14,Manufaktur/Produksi,201 - 500 pekerja,sabtu,kasual,kaos,bonus,indonesia,jobstreet,"d3, s1"
5473,sumatera,kepulauan riau,programmer,PT Epson Batam,1,0 - 4 tahun,9,Manufaktur/Produksi,2001 - 5000 pekerja,senin - jumat,tidak spesifik,tidak spesifik,"kesehatan, umum",inggris,jobstreet,"d3, s1, profesi"
5474,tidak diketahui,tidak diketahui,sales marketing,PT Indonesia Prima Equipment,2,0 - 4 tahun,14,Industri Berat/Mesin/Peralatan,51 - 200 pekerja,senin - jumat,bisnis,kemeja,umum,indonesia,jobstreet,d3
5475,jawa,dki jakarta,account executive,Arkademi,4,0 - 4 tahun,13,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum, bonus, traveling",indonesia,jobstreet,profesi
5476,jawa,dki jakarta,sales supervisor,PT Porto Indonesia Sejahtera,3,0 - 4 tahun,14,Manufaktur/Produksi,201 - 500 pekerja,sabtu,kasual,kaos,bonus,indonesia,jobstreet,d3
5477,jawa,jawa timur,kepala produksi,PT Hansa Pratama,10,10 - 14 tahun,5,Manufaktur/Produksi,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
5478,jawa,jawa timur,mechanical engineer,PT Hansa Pratama,3,0 - 4 tahun,5,Manufaktur/Produksi,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
5479,jawa,jawa timur,accounting staff,PT Hansa Pratama,1,0 - 4 tahun,5,Manufaktur/Produksi,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
5480,sumatera,sumatera selatan,financial advisor area palembang,PT AXA Mandiri Financial Services,2,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,501 - 1000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",indonesia,jobstreet,"d3, s1"
5481,jawa,dki jakarta,eksekutive marketing,PT Sinar Global Mulia,2,0 - 4 tahun,tidak tersedia,Umum & Grosir,1- 50 pekerja,senin - jumat,kasual,kaos,tidak tersedia,indonesia,jobstreet,tidak dicantumkan
5482,kalimantan,kalimantan utara,estate manager,PT Pipit Mutiara Jaya (Pipit Group),5,5 - 9 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,1001 - 2000 pekerja,shift,kasual,kaos,umum,indonesia,jobstreet,d3
5483,jawa,jawa tengah,outlet manager semarang,PT Scuto Indonesia (Head Office),1,0 - 4 tahun,14,Automobil/Mesin Tambahan Automotif/Kendaraan,1- 50 pekerja,sabtu,kasual,kaos,kesehatan,indonesia,jobstreet,s1
5484,sumatera,riau,outlet manager pekanbaru,PT Scuto Indonesia (Head Office),3,0 - 4 tahun,14,Automobil/Mesin Tambahan Automotif/Kendaraan,1- 50 pekerja,sabtu,kasual,kaos,kesehatan,indonesia,jobstreet,s1
5485,jawa,dki jakarta,coo,PT Michael Page Internasional Indonesia (Recruitment Firm),10,10 - 14 tahun,14,Manajemen/Konsulting HR,51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,"s1, profesi"
5486,jawa,dki jakarta,customer service,Becextech International,1,0 - 4 tahun,14,Retail/Merchandise,1- 50 pekerja,senin - sabtu,kasual,kaos,tidak tersedia,indonesia,jobstreet,tidak dicantumkan
5487,jawa,dki jakarta,business development manager,PT Michael Page Internasional Indonesia (Recruitment Firm),5,5 - 9 tahun,14,Manajemen/Konsulting HR,51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,tidak dicantumkan
5488,jawa,jawa barat,staff accounting,PT Furukawa Automotive Systems Indonesia,2,0 - 4 tahun,14,Automobil/Mesin Tambahan Automotif/Kendaraan,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,s1
5489,jawa,jawa timur,logistic excellence,PT Kapal Api Global,2,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,lebih dari 5000 pekerja,sabtu,bisnis,kemeja,kesehatan,indonesia,jobstreet,s1
5490,jawa,dki jakarta,corporate planning manager,PT Asuransi Jiwa BCA,5,5 - 9 tahun,14,Asuransi,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, transportasi",indonesia,jobstreet,"profesi, s1"
5491,jawa,dki jakarta,corporate planning staff,PT Asuransi Jiwa BCA,1,0 - 4 tahun,14,Asuransi,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, transportasi",indonesia,jobstreet,s1
5492,tidak diketahui,tidak diketahui,senior sales force ibt bali nusra,PT Kino Indonesia Tbk,3,0 - 4 tahun,12,Produk Konsumen/Barang konsumen yang bergerak cepat,lebih dari 5000 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,tidak dicantumkan
5493,tidak diketahui,tidak diketahui,senior sales force jawa,PT Kino Indonesia Tbk,3,0 - 4 tahun,12,Produk Konsumen/Barang konsumen yang bergerak cepat,lebih dari 5000 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,tidak dicantumkan
5494,kalimantan,kalimantan tengah,senior logistic assistant,"PT Dian Swastatika Sentosa, Tbk",5,5 - 9 tahun,14,Layanan Umum/Tenaga Penggerak,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,kesehatan,inggris,jobstreet,s1
5495,jawa,jawa timur,marketing property / agent property cabang jember,PT Yobelindo Graha Mandiri,1,0 - 4 tahun,14,Properti/Real Estate,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,tidak dicantumkan
5496,jawa,dki jakarta,devops engineer,Mister Aladin,2,0 - 4 tahun,14,Travel/Pariwisata,51 - 200 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum, kacamata",indonesia,jobstreet,s1
5497,jawa,dki jakarta,it audit,Erajaya Group,2,0 - 4 tahun,14,Retail/Merchandise,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",inggris,jobstreet,s1
5498,jawa,dki jakarta,supervisor project,PT Koka Indonesia,2,0 - 4 tahun,14,Pelayanan Arsitek/Desain Interior,1- 50 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
5499,jawa,dki jakarta,supervisor abap developer,Indofood Group,2,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,umum,indonesia,jobstreet,s1
5500,jawa,dki jakarta,it testing lead for insurance project,PT NTT Indonesia Digital Business Solutions,4,0 - 4 tahun,14,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",501 - 1000 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,inggris,jobstreet,"d3, s1, s2, s3"
5501,tidak diketahui,tidak diketahui,sales marketing,PT. Seraya Makmur Indonesia,2,0 - 4 tahun,7,Umum & Grosir,1- 50 pekerja,senin - jumat,kasual,kaos,kesehatan,indonesia,jobstreet,s1
5502,tidak diketahui,tidak diketahui,sales executive,PT Surgika Alkesindo,2,0 - 4 tahun,14,Kesehatan/Medis,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,"d3, s1"
5503,tidak diketahui,tidak diketahui,manager pelayanan medis,PT Brawijaya Investama (Brawijaya Group),5,5 - 9 tahun,14,Kesehatan/Medis,501 - 1000 pekerja,sabtu,bisnis,kemeja,kesehatan,"indonesia, inggris",jobstreet,s1
5504,jawa,dki jakarta,sales manager,PT ABADI TERANG CEMERLANG (AMAZING TEAM CORP),3,0 - 4 tahun,5,Asuransi,1- 50 pekerja,senin - jumat,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,s1
5505,jawa,jawa timur,software engineer,Nurosoft Consulting (PT. Nuroho Software Consulting),1,0 - 4 tahun,9,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",1- 50 pekerja,senin - jumat,kasual,kaos,kesehatan,indonesia,jobstreet,s1
5506,jawa,di yogyakarta,business development,Purwo Production (Yogyakarta),1,0 - 4 tahun,14,Percetakan/Penerbitan,1- 50 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum","indonesia, inggris",jobstreet,tidak dicantumkan
5507,jawa,dki jakarta,it audit,Erajaya Group,2,0 - 4 tahun,14,Retail/Merchandise,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",inggris,jobstreet,tidak dicantumkan
5508,sumatera,sumatera utara,graphic designer,CV. ABIDIN PUTRAJAYA,2,0 - 4 tahun,1,Percetakan/Penerbitan,1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,tidak dicantumkan
5509,jawa,dki jakarta,mobile developer,"PT. Metrodata Electronics, Tbk",0,0 - 4 tahun,14,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
5510,maluku,maluku utara,relationship officer,PT Bank Nationalnobu Tbk,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,501 - 1000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",indonesia,jobstreet,s1
5511,jawa,jawa tengah,social media content creator_design graphic,PT. AGUNG PERKASA LESTARI,2,0 - 4 tahun,14,Properti/Real Estate,1- 50 pekerja,senin - sabtu,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,"d3, s1"
5512,jawa,banten,head of fashion designer,Perusahaan Dirahasiakan,3,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,tidak dicantumkan
5513,jawa,dki jakarta,.net c# junior developer,PT Bentang MitraGuna,1,0 - 4 tahun,6,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",indonesia,jobstreet,d3
5514,jawa,dki jakarta,senior network engineer,PT Intikom Berlian Mustika,1,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),201 - 500 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",indonesia,jobstreet,tidak dicantumkan
5515,jawa,di yogyakarta,staff.net core,Refactory.Id,1,0 - 4 tahun,1,Komputer/Teknik Informatika (Perangkat Lunak),51 - 200 pekerja,senin - jumat,kasual,kaos,tidak tersedia,indonesia,jobstreet,tidak dicantumkan
5516,jawa,dki jakarta,sme vas specialist,PT DIAN GRAHA ELEKTRIKA,5,5 - 9 tahun,14,Elektrikal & Elektronik,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
5517,nusa tenggara,nusa tenggara timur,sales support,PT Bluevisions Management (Recruitment Firm),1,0 - 4 tahun,14,Konsultasi (Bisnis & Manajemen),501 - 1000 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,d3
5518,jawa,dki jakarta,programmer,PT Lawencon Internasional,2,0 - 4 tahun,11,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, bpjs kesehatan",indonesia,jobstreet,tidak dicantumkan
5519,jawa,dki jakarta,guru fisika,Bright Learning Center,0,0 - 4 tahun,tidak tersedia,Pendidikan,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,bonus,indonesia,jobstreet,tidak dicantumkan
5520,jawa,di yogyakarta,staff ios,Refactory.Id,1,0 - 4 tahun,1,Komputer/Teknik Informatika (Perangkat Lunak),51 - 200 pekerja,senin - jumat,kasual,kaos,tidak tersedia,indonesia,jobstreet,tidak dicantumkan
5521,jawa,jawa barat,programmer,PT Sapta Saritama,2,0 - 4 tahun,14,BioTeknologi/Farmasi/Riset klinik,501 - 1000 pekerja,sabtu,bisnis,kemeja,kesehatan,indonesia,jobstreet,d3
5522,maluku,maluku utara,financial advisor syariah,PT AXA Mandiri Financial Services,2,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,501 - 1000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",indonesia,jobstreet,d3
5523,jawa,jawa barat,manager of instrumentation,Perusahaan Dirahasiakan,15,15 - 19 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
5524,sumatera,riau,kindergarten principal,Sekolah Mutiara Harapan,3,0 - 4 tahun,14,Pendidikan,51 - 200 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, pendidikan","indonesia, inggris",jobstreet,"s2, s3"
5525,jawa,dki jakarta,senior software developer,PT Inovasi Daya Solusi,3,0 - 4 tahun,11,Umum & Grosir,1- 50 pekerja,senin - jumat,bisnis,kemeja,"umum, bonus, thr, bpjs kesehatan","indonesia, inggris",jobstreet,s1
5526,jawa,jawa timur,eksekutif marketing,Laksmi Muslimah,2,0 - 4 tahun,14,Seni/Desain/Fashion,1- 50 pekerja,selasa - minggu,bisnis,kemeja,kesehatan,indonesia,jobstreet,tidak dicantumkan
5527,nusa tenggara,bali,senior backend engineer,CLEQ OU,1,0 - 4 tahun,9,Komputer/Teknik Informatika (Perangkat Keras),1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, pendidikan, makan",inggris,jobstreet,"d3, s1"
5528,nusa tenggara,bali,graphic designer,Bali Treasure Properties,3,0 - 4 tahun,9,Properti/Real Estate,1- 50 pekerja,sabtu,bisnis,kemeja,"kesehatan, pendidikan, umum, kacamata, bonus",inggris,jobstreet,s1
5529,jawa,banten,civil engineering specialist,PT. Risland Development Indonesia (Sky House),1,0 - 4 tahun,14,Properti/Real Estate,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, thr","indonesia, inggris",jobstreet,s1
5530,tidak diketahui,tidak diketahui,programmer,PT Raja Online Indonesia,4,0 - 4 tahun,4,Retail/Merchandise,51 - 200 pekerja,senin - jumat,bisnis,kemeja,umum,indonesia,jobstreet,d3
5531,kalimantan,kalimantan utara,financial advisor,PT AXA Mandiri Financial Services,1,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,501 - 1000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",indonesia,jobstreet,tidak dicantumkan
5532,sulawesi,sulawesi utara,senior staff store manado,Kurnia Ciptamoda Gemilang,2,0 - 4 tahun,1,Retail/Merchandise,501 - 1000 pekerja,shift,seragam,seragam kantor/lapangan,"kesehatan, umum, bpjs, bonus","indonesia, inggris",jobstreet,"d3, s1"
5533,nusa tenggara,nusa tenggara barat,teknisi vsat wilayah mataram,PT Tangara Mitrakom (EMTEK Group),1,0 - 4 tahun,14,Telekomunikasi,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,tidak dicantumkan
5534,jawa,dki jakarta,it engineer,PT Putra Bangun Bersama,2,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,2001 - 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum","indonesia, inggris",jobstreet,"s1, s2"
5535,jawa,dki jakarta,mandarin translator,PT Sany Perkasa,1,0 - 4 tahun,14,Industri Berat/Mesin/Peralatan,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",inggris,jobstreet,d3
5536,jawa,dki jakarta,professional network engineer,PT Smartindo Integrasi System,3,0 - 4 tahun,6,Umum & Grosir,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
5537,papua,papua barat,financial advisor,PT AXA Mandiri Financial Services,2,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,501 - 1000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",indonesia,jobstreet,d3
5538,jawa,dki jakarta,react native developer,PT Tekno Gemilang Indonesia,2,0 - 4 tahun,14,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",201 - 500 pekerja,senin - jumat,bisnis,kemeja,"transportasi, makan, bonus, kesehatan",indonesia,jobstreet,tidak dicantumkan
5539,jawa,dki jakarta,guru fisika,Bimbingan Belajar SG,1,0 - 4 tahun,9,Pendidikan,201 - 500 pekerja,senin - sabtu,bisnis,kemeja,"pendidikan, umum, thr",indonesia,jobstreet,"profesi, s1"
5540,tidak diketahui,tidak diketahui,perawat poli anak,ZAP Clinic (PT. Zulu Alpha Papa),3,0 - 4 tahun,14,Perawatan/Kecantikan/Fitnes,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata",indonesia,jobstreet,tidak dicantumkan
5541,jawa,dki jakarta,mobile application developer,PT Altama Surya Anugerah,1,0 - 4 tahun,14,Umum & Grosir,201 - 500 pekerja,sabtu,bisnis,kemeja,"kesehatan, umum, kacamata",indonesia,jobstreet,s1
5542,jawa,dki jakarta,secondary digital media design teacher,BPK PENABUR Jakarta (SPK),1,0 - 4 tahun,10,Pendidikan,2001 - 5000 pekerja,senin - jumat,seragam,seragam kantor/lapangan,"kesehatan, pendidikan, umum",inggris,jobstreet,s1
5543,jawa,di yogyakarta,devops,PT Visi Citra Internasional,2,0 - 4 tahun,13,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, bpjs kesehatan",indonesia,jobstreet,s1
5544,jawa,dki jakarta,sap bi bw developer,PT Asuransi MSIG Indonesia,3,0 - 4 tahun,14,Asuransi,201 - 500 pekerja,senin - jumat,bisnis,kemeja,kesehatan,inggris,jobstreet,s1
5545,tidak diketahui,tidak diketahui,financial advisor,PT AXA Mandiri Financial Services,2,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,501 - 1000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",indonesia,jobstreet,d3
5546,sulawesi,sulawesi tenggara,sales officer,PT Toyota Astra Financial Services,1,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, bonus","indonesia, inggris",jobstreet,d3
5547,nusa tenggara,bali,mobile developer ios,PT. Internet Madju Abad Milenindo,1,0 - 4 tahun,12,Telekomunikasi,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum, makan",indonesia,jobstreet,tidak dicantumkan
5548,jawa,dki jakarta,programmer,PT Triyakom,1,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),51 - 200 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum, bpjs kesehatan","indonesia, inggris",jobstreet,tidak dicantumkan
5549,jawa,jawa barat,java developer,PT Fusi Solusi Transformasi,2,0 - 4 tahun,9,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",1- 50 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum","indonesia, inggris",jobstreet,s1
5550,jawa,dki jakarta,guru geografi,Bimbingan Belajar SG,1,0 - 4 tahun,9,Pendidikan,201 - 500 pekerja,senin - sabtu,bisnis,kemeja,"pendidikan, umum, thr",indonesia,jobstreet,"profesi, s1"
5551,tidak diketahui,tidak diketahui,financial advisor,PT AXA Mandiri Financial Services,2,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,501 - 1000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",indonesia,jobstreet,d3
5552,jawa,jawa barat,senior .net developer,Vox Teneo Asia,5,5 - 9 tahun,8,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,kasual,kaos,kesehatan,inggris,jobstreet,"s1, s2, profesi"
